"iso2c","country","year","SP.POP.TOTL","NY.GDP.PCAP.KD","SP.DYN.LE00.IN","SP.DYN.IMRT.IN","ST.INT.DPRT","ST.INT.ARVL","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.MED.BEDS.ZS","IQ.CPA.PROT.XQ","IQ.CPA.PADM.XQ","SI.POV.GINI","SH.DTH.COMM.ZS","SH.MED.CMHW.P3","SH.XPD.CHEX.PP.CD","SH.STA.HYGN.ZS","SP.POP.65UP.TO.ZS","SP.URB.TOTL.IN.ZS","EN.POP.SLUM.UR.ZS","per_si_allsi.cov_pop_tot","iso3c","region","capital","longitude","latitude","income","lending"
"1A","Arab World",1991,228731685,4220.58231375967,64.7363405227483,56.4977539348913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65945699357465,50.7830532362536,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1992,232956352,4350.85515843894,65.0438519725103,54.9738597846292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71629153649115,50.7787105609166,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1966,108758610,NA,50.0729468330093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6220755303879,35.9497898547527,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1967,111899364,NA,50.6344153267842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63381511265783,36.6410603282785,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1997,264822188,4570.54738473197,66.8971449635783,47.9481438032649,NA,25708996.3961403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90949641941914,52.2640714068037,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1998,270575803,4708.92577581963,67.2180914626095,46.5966745710734,NA,28265206.5567345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94910504936305,52.4970153101089,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1970,121785650,NA,52.2642104338812,NA,NA,NA,NA,NA,1.91788556013217,NA,NA,NA,NA,NA,NA,NA,3.64762186677987,38.7806650816003,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1971,125164745,NA,52.8229318031927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66512710907532,39.491237539796,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1972,128598734,NA,53.4068873108735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67966997248978,40.2239997632792,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",2006,322452754,5620.68613909274,69.4394591943507,36.4924657989755,NA,60973292.2907478,NA,NA,1.65251768584599,3.1,2.6,NA,NA,NA,478.476069605681,NA,4.12140590907177,54.8657381828006,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",2003,301113849,4889.32659555243,68.6105053811856,40.1188995376738,NA,43474946.0775322,NA,NA,1.57406297803304,NA,NA,NA,NA,NA,432.402853958543,NA,4.09157754124186,53.8011668210651,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",2004,307862843,5227.39877005412,68.8861877240216,38.9226051311432,NA,51734736.0653644,NA,NA,1.61232903776576,NA,NA,NA,NA,NA,446.040743724688,NA,4.10522579864347,54.1055805221905,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",2005,314965793,5403.21961002438,69.1646828025353,37.684865088571,NA,55008979.3858831,NA,NA,1.63026123576705,2.9,2.6,NA,NA,NA,446.477649234473,NA,4.1124476219361,54.4703095543236,27.5042677570319,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1968,115136178,NA,51.1820996955101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6405976581922,37.3439600633955,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",2007,330290716,5738.3006411595,69.7015546491534,35.2635792501909,NA,69425548.8043417,NA,NA,1.61711397143207,2.9,2.6,NA,NA,NA,515.436780940655,NA,4.12261954269276,55.1490757238027,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1A","Arab World",1969,118437195,NA,51.7220236090613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64467935938537,38.0562095245754,NA,NA,"ARB","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1981,4512268962,6290.4504006291,63.1823863438177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92751069878593,39.7717910381367,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1982,4593454253,6205.92933644443,63.5087651240105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.936210140578,40.1526667817253,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1975,4063806523,5681.74314789315,60.9869594434047,NA,NA,NA,NA,NA,2.39763830885296,NA,NA,NA,NA,NA,NA,NA,5.57925226207185,37.6885123584643,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1972,3837726171,5505.19059293935,59.5970696511051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42747562276073,36.9559459347322,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1973,3913217944,5750.21658633496,60.0455773342288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47954674161327,37.1854417533851,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1974,3989385034,5753.0457245564,60.5410031302235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52970010989921,37.4585726114204,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2001,6194460444,8215.06519231994,67.8217284117182,51.5,747504595.322587,690513487.810032,NA,NA,NA,NA,NA,NA,NA,NA,628.875912643737,NA,6.95846581796385,47.1372616767814,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2002,6273526441,8288.06779556133,68.070345020938,49.8,759742680.195485,711141538.331522,NA,NA,2.87597136726796,NA,NA,NA,NA,NA,668.795141887871,NA,7.04576301870017,47.6357700977223,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2003,6352677699,8426.81482648224,68.3269008231811,48,761223070.060589,701698868.578175,NA,NA,3.05846045230167,NA,NA,NA,NA,NA,708.669448269364,NA,7.13068677019482,48.1373007580173,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2004,6432374971,8688.83824767336,68.6522370741096,46.3,832116472.489412,775453106.306406,NA,NA,NA,NA,NA,NA,NA,NA,749.738552211634,NA,7.20256757746503,48.6430009741184,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2005,6512602867,8917.77268806174,68.9202037747745,44.6,888806889.891518,823378342.596577,NA,NA,2.87934988664612,3.13698630136986,3.00657894736842,NA,NA,NA,795.765346509322,NA,7.25778042329461,49.1518533962944,35.3907079312664,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2006,6593623202,9193.94955692796,69.2622926355676,43,907657148.81308,869722828.691379,NA,NA,NA,3.10810810810811,2.96794871794872,NA,NA,NA,851.147841231113,NA,7.32774198333097,49.6524852926707,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2007,6675130418,9473.94757946094,69.5919422232058,41.4,975023960.358595,934622716.614183,NA,NA,NA,3.10810810810811,2.98,NA,NA,NA,900.882782217917,NA,7.38353193244616,50.1436542452711,34.0327302132334,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2008,6757887172,9531.10424490429,69.8991757971054,39.9,1002483620.84612,950386923.388043,NA,NA,NA,3.14666666666667,2.99333333333333,NA,NA,NA,950.306333960475,NA,7.43478527086474,50.6481524190572,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2009,6840591577,9257.78523260491,70.2464627373744,38.4,988549692.4086,911852198.955844,NA,NA,NA,3.14285714285714,2.99350649350649,NA,NA,NA,1009.99498782679,NA,7.49332606591178,51.1481167421684,33.0843426117756,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2010,6922947261,9540.91249964726,70.5561191281578,37.1,1073419847.66532,973771581.241253,NA,NA,NA,3.14935064935065,3.01298701298701,NA,24.0256213462491,NA,1040.92138104252,NA,7.56723073050512,51.6452100333424,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2011,7004011262,9725.94185013513,70.8840776397894,35.7,1121785186.25625,1013076858.38858,NA,NA,2.70476928109424,3.08974358974359,2.96794871794872,NA,NA,NA,1088.0466268441,NA,7.66796657522427,52.1028920587932,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2012,7086993625,9853.09501782087,71.1717120220049,34.5,1179078185.12644,1070183028.77306,NA,NA,NA,3.04375,2.9375,NA,NA,NA,1133.71991537879,NA,7.780943293552,52.5540097108524,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2013,7170961674,9996.19505080287,71.4622570224978,33.4,1237552110.02009,1122920655.26507,NA,NA,NA,3.00617283950617,2.92592592592593,NA,NA,NA,1194.1653550722,NA,7.90829500125871,53.0045440772896,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2014,7255653881,10159.4185318944,71.7419650515466,32.4,1283554402.44012,1177079693.17739,NA,NA,NA,2.97368421052632,2.94736842105263,NA,NA,NA,1246.68144620457,NA,8.05469820319356,53.4569510115889,29.7620906739567,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",2015,7340548192,10328.9158984634,71.9478983340412,31.4,1336347111.14063,1227873879.45494,1.50212587214212,3.42342029791407,NA,2.97368421052632,2.90789473684211,NA,20.744020589909,NA,1302.50380778192,NA,8.2229383814148,53.9133732048583,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1976,4136393107,5876.34604671432,61.408913624599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65857693380703,37.9390675007271,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1977,4208770941,6002.52762254183,61.8326529080405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73643057163049,38.1982718027554,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1978,4282341460,6128.85693106994,62.1933086727908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.80688237020713,38.5339950338647,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1979,4357793599,6271.12911706033,62.5552698689113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8604837476129,38.9384205666033,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1980,4434021975,6280.68040244689,62.8415432629206,NA,NA,NA,NA,NA,3.59526681296451,NA,NA,NA,NA,NA,NA,NA,5.89289721938135,39.3494302081031,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1994,5622575421,7272.8949020743,66.0896508284926,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46497013338796,44.4656170083819,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1995,5707533023,7382.44310625918,66.2782187539162,60.2,NA,532953051.659481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52601945672503,44.8417291689921,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1983,4675367633,6244.26982843804,63.7568942236974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93196162807218,40.4991667278182,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1984,4756998073,6413.63117059454,64.021453921459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9301806616514,40.8564935883739,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1985,4840155168,6537.52774069778,64.2790358851828,NA,NA,NA,NA,NA,4.12557625085772,NA,NA,NA,NA,NA,NA,NA,5.93881214480181,41.2165502555353,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1986,4925801334,6642.02250372687,64.5797725397353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97581481484959,41.5812991951644,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1987,5013576387,6767.3301388692,64.8309406968281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01613992263527,41.9465841132583,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1988,5102293348,6956.70681904707,65.0350060839402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06053028224349,42.3112642770828,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1989,5190965222,7089.39840160412,65.2475565836275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10947193263948,42.6660286761518,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1990,5281340078,7171.43843824771,65.4337949003055,64.7,NA,NA,1.25458352476009,NA,3.64927624074345,NA,NA,NA,NA,NA,NA,NA,6.16203021947256,43.0311324284078,47.2756284335686,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1991,5369210095,7158.36765812277,65.6197545001043,63.9,NA,NA,NA,NA,3.4292390791487,NA,NA,NA,NA,NA,NA,NA,6.23523368046749,43.3982158647934,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1992,5453393960,7172.13263910487,65.7707300448984,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31519189915707,43.7412739625855,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1993,5538448726,7169.13391717753,65.8877433393925,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39356592850793,44.1045776938202,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1966,3393699205,4623.78514618906,56.0837873823687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11463356149295,35.7613108413537,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1967,3463147267,4734.36614162866,56.7884010249067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16865429660841,35.9704474364993,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1996,5790454220,7522.58859606492,66.5598428874379,59,NA,565594074.159066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61372401307939,45.2027337117569,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1997,5873071768,7689.88997431158,66.8446197645551,57.7,604182814.911812,595103445.74214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68369686910032,45.5665509687577,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1998,5954810550,7777.99463191298,67.0867869646409,56.3,634109562.777425,613237036.372771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74432655251577,45.9353628017681,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
"1W","World",1999,6035284135,7923.18667427805,67.2930943638593,54.8,662451603.030363,638602226.925755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8062722470301,46.3076827049448,NA,NA,"WLD","Aggregates","","","","Aggregates","Aggregates"
